"","RecordNo","q","a","Q18_1_open","Q18a"
"1488",521,"Q4",NA,"Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1489",521,"Q4","IrfanView","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1490",521,"Q4","MS Excel","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1491",521,"Q4","Adobe Acrobat","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1492",521,"Q4",NA,"Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1493",521,"Q4","Skype for Business","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1494",521,"Q4","MS Dynamics C5","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1495",521,"Q5","Calculator","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1496",521,"Q4","Autodesk AutoCAD","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1497",521,"Q4","Lloyd's Register Rulefinder","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1498",521,"Q6",NA,"Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1499",521,"Q4","MS Word","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1500",521,"Q4","MS Clip","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1501",521,"Q4","Mozilla Firefox","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1502",521,"Q4","MS Paint","Navigatør","Arrangementstegninger og beregninger af skibe til basisdesign."
"1503",522,"Q7",NA,"Manger Global Customer Service and Logistics","ledelse"
"1504",522,"Q6",NA,"Manger Global Customer Service and Logistics","ledelse"
"1505",522,"Q5",NA,"Manger Global Customer Service and Logistics","ledelse"
"1506",522,"Q4","MS Word","Manger Global Customer Service and Logistics","ledelse"
"1507",522,"Q4","MS Excel","Manger Global Customer Service and Logistics","ledelse"
"1508",522,"Q4",NA,"Manger Global Customer Service and Logistics","ledelse"
"1509",522,"Q4","MS Powerpoint","Manger Global Customer Service and Logistics","ledelse"
"1510",522,"Q4","Skype","Manger Global Customer Service and Logistics","ledelse"
"1511",523,"Q7",NA,"Har ingen titel","Rekruttering"
"1512",523,"Q7","Oracle","Har ingen titel","Rekruttering"
"1513",523,"Q6",NA,"Har ingen titel","Rekruttering"
"1514",523,"Q5",NA,"Har ingen titel","Rekruttering"
"1515",523,"Q7","HRG Online","Har ingen titel","Rekruttering"
"1516",523,"Q4","MS Office 2010","Har ingen titel","Rekruttering"
"1517",536,"Q6","SalesForce","Business Development Manager","Forretningsudvikling"
"1518",536,"Q4","SalesForce","Business Development Manager","Forretningsudvikling"
"1519",536,"Q6","MS Office 365","Business Development Manager","Forretningsudvikling"
"1520",536,"Q7",NA,"Business Development Manager","Forretningsudvikling"
"1521",536,"Q5","SalesForce","Business Development Manager","Forretningsudvikling"
"1522",536,"Q4","MS Office 365","Business Development Manager","Forretningsudvikling"
"1523",536,"Q5","MS Office 365","Business Development Manager","Forretningsudvikling"
"1524",537,"Q4","MS Word","Indkøber","Bestille varer og lave produktionsplan"
"1525",537,"Q4","3kontakt","Indkøber","Bestille varer og lave produktionsplan"
"1526",537,"Q4",NA,"Indkøber","Bestille varer og lave produktionsplan"
"1527",537,"Q5","3kontakt","Indkøber","Bestille varer og lave produktionsplan"
"1528",537,"Q4","MS Excel","Indkøber","Bestille varer og lave produktionsplan"
"1529",537,"Q7","Atlassian JIRA","Indkøber","Bestille varer og lave produktionsplan"
"1530",537,"Q4","MS Dynamics C5","Indkøber","Bestille varer og lave produktionsplan"
"1531",537,"Q6",NA,"Indkøber","Bestille varer og lave produktionsplan"
"1532",545,"Q4","MS Word","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1533",545,"Q4",NA,"Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1534",545,"Q7",NA,"Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1535",545,"Q4","Mozilla Firefox","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1536",545,"Q4","PDF-XChange Editor","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1537",545,"Q4","MS Excel","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1538",545,"Q4","Microstation (v8)","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1539",545,"Q4","Adobe Acrobat","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1540",545,"Q4","Internet Explorer","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1541",545,"Q4","MapInfo (Pitney Bowes)","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1542",545,"Q6",NA,"Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1543",545,"Q4","Lync","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1544",545,"Q4","Snipping Tool","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1545",545,"Q5",NA,"Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1546",545,"Q4","Skype","Konsulent","Jeg laver primært tegninger og kort til rapporter og lignende i forbindelse med miljøspørgsmål."
"1547",554,"Q7",NA,"Sales Executive","Salg og rådgivning."
"1548",554,"Q5","Apple Mail","Sales Executive","Salg og rådgivning."
"1549",554,"Q5",NA,"Sales Executive","Salg og rådgivning."
"1550",554,"Q6",NA,"Sales Executive","Salg og rådgivning."
"1551",554,"Q4","MS Office","Sales Executive","Salg og rådgivning."
"1552",560,"Q4","Advopro","Advokat","Juridisk rådgivning"
"1553",560,"Q7","Karnov Group","Advokat","Juridisk rådgivning"
"1554",560,"Q6",NA,"Advokat","Juridisk rådgivning"
"1555",560,"Q7","Synopsys","Advokat","Juridisk rådgivning"
"1556",560,"Q5",NA,"Advokat","Juridisk rådgivning"
"1557",563,"Q6",NA,"Operational Risk and Internal Control leader","Identificere operationelle risici; Risk reporting; governance; control framework"
"1558",563,"Q4","Atlassian JIRA","Operational Risk and Internal Control leader","Identificere operationelle risici; Risk reporting; governance; control framework"
"1559",563,"Q7","Heracles","Operational Risk and Internal Control leader","Identificere operationelle risici; Risk reporting; governance; control framework"
"1560",563,"Q7","Atlassian JIRA","Operational Risk and Internal Control leader","Identificere operationelle risici; Risk reporting; governance; control framework"
"1561",563,"Q4","MS Powerpoint","Operational Risk and Internal Control leader","Identificere operationelle risici; Risk reporting; governance; control framework"
"1562",563,"Q4","MS Word","Operational Risk and Internal Control leader","Identificere operationelle risici; Risk reporting; governance; control framework"
"1563",563,"Q5","Acubiz","Operational Risk and Internal Control leader","Identificere operationelle risici; Risk reporting; governance; control framework"
"1564",563,"Q4","MS Excel","Operational Risk and Internal Control leader","Identificere operationelle risici; Risk reporting; governance; control framework"
"1565",563,"Q4","Heracles","Operational Risk and Internal Control leader","Identificere operationelle risici; Risk reporting; governance; control framework"
"1566",567,"Q6",NA,"",""
"1567",567,"Q7",NA,"",""
"1568",567,"Q7",NA,"",""
"1569",567,"Q5",NA,"",""
"1570",567,"Q4",NA,"",""
"1571",567,"Q6",NA,"",""
"1572",572,"Q6",NA,"Projektchef","Passer mine projekter og finder nye"
"1573",572,"Q5",NA,"Projektchef","Passer mine projekter og finder nye"
"1574",572,"Q4","MS Office","Projektchef","Passer mine projekter og finder nye"
"1575",572,"Q7",NA,"Projektchef","Passer mine projekter og finder nye"
"1576",577,"Q6",NA,"afdelingschef","leder en 14 mand afdeling af ingeniører og tekniske tegnere"
"1577",577,"Q4",NA,"afdelingschef","leder en 14 mand afdeling af ingeniører og tekniske tegnere"
"1578",577,"Q7",NA,"afdelingschef","leder en 14 mand afdeling af ingeniører og tekniske tegnere"
"1579",577,"Q4",NA,"afdelingschef","leder en 14 mand afdeling af ingeniører og tekniske tegnere"
"1580",577,"Q5",NA,"afdelingschef","leder en 14 mand afdeling af ingeniører og tekniske tegnere"
"1581",577,"Q5",NA,"afdelingschef","leder en 14 mand afdeling af ingeniører og tekniske tegnere"
"1582",577,"Q7",NA,"afdelingschef","leder en 14 mand afdeling af ingeniører og tekniske tegnere"
"1583",577,"Q6",NA,"afdelingschef","leder en 14 mand afdeling af ingeniører og tekniske tegnere"
"1584",579,"Q7",NA,"It-medarbejder","Servicedesk"
"1585",579,"Q4","MS Office","It-medarbejder","Servicedesk"
"1586",579,"Q7","Cisco Finesse","It-medarbejder","Servicedesk"
"1587",579,"Q7",NA,"It-medarbejder","Servicedesk"
"1588",579,"Q5",NA,"It-medarbejder","Servicedesk"
"1589",579,"Q7","Telenor VIPCenter","It-medarbejder","Servicedesk"
"1590",579,"Q4","Cisco","It-medarbejder","Servicedesk"
"1591",579,"Q4","Cisco Finesse","It-medarbejder","Servicedesk"
"1592",579,"Q4",NA,"It-medarbejder","Servicedesk"
"1593",579,"Q5","Sonatype Nexus","It-medarbejder","Servicedesk"
"1594",579,"Q6",NA,"It-medarbejder","Servicedesk"
"1595",579,"Q4",NA,"It-medarbejder","Servicedesk"
"1596",579,"Q5",NA,"It-medarbejder","Servicedesk"
"1597",579,"Q4",NA,"It-medarbejder","Servicedesk"
"1598",579,"Q5","Min Kørsel by KMD A/S","It-medarbejder","Servicedesk"
"1599",579,"Q6",NA,"It-medarbejder","Servicedesk"
"1600",579,"Q4","Cherwell IT","It-medarbejder","Servicedesk"
"1601",581,"Q7","MS Office","",""
"1602",581,"Q6",NA,"",""
"1603",581,"Q5",NA,"",""
"1604",581,"Q4",NA,"",""
"1605",582,"Q4",NA,"Eksportkoordinator","Mailkorrespondance med kunder i hele verden. Ordreregistrering og koordinering. Booking af fragt. Udfærdigelse af eksportdokumenter og certifikater. Vedligeholdelse af kundedata; priser og varer."
"1606",582,"Q6",NA,"Eksportkoordinator","Mailkorrespondance med kunder i hele verden. Ordreregistrering og koordinering. Booking af fragt. Udfærdigelse af eksportdokumenter og certifikater. Vedligeholdelse af kundedata; priser og varer."
"1607",582,"Q4",NA,"Eksportkoordinator","Mailkorrespondance med kunder i hele verden. Ordreregistrering og koordinering. Booking af fragt. Udfærdigelse af eksportdokumenter og certifikater. Vedligeholdelse af kundedata; priser og varer."
"1608",582,"Q7",NA,"Eksportkoordinator","Mailkorrespondance med kunder i hele verden. Ordreregistrering og koordinering. Booking af fragt. Udfærdigelse af eksportdokumenter og certifikater. Vedligeholdelse af kundedata; priser og varer."
"1609",582,"Q5",NA,"Eksportkoordinator","Mailkorrespondance med kunder i hele verden. Ordreregistrering og koordinering. Booking af fragt. Udfærdigelse af eksportdokumenter og certifikater. Vedligeholdelse af kundedata; priser og varer."
"1610",582,"Q4","MS Word","Eksportkoordinator","Mailkorrespondance med kunder i hele verden. Ordreregistrering og koordinering. Booking af fragt. Udfærdigelse af eksportdokumenter og certifikater. Vedligeholdelse af kundedata; priser og varer."
"1611",582,"Q4","MS Navision","Eksportkoordinator","Mailkorrespondance med kunder i hele verden. Ordreregistrering og koordinering. Booking af fragt. Udfærdigelse af eksportdokumenter og certifikater. Vedligeholdelse af kundedata; priser og varer."
"1612",582,"Q4","MS Excel","Eksportkoordinator","Mailkorrespondance med kunder i hele verden. Ordreregistrering og koordinering. Booking af fragt. Udfærdigelse af eksportdokumenter og certifikater. Vedligeholdelse af kundedata; priser og varer."
"1613",582,"Q4","Improve","Eksportkoordinator","Mailkorrespondance med kunder i hele verden. Ordreregistrering og koordinering. Booking af fragt. Udfærdigelse af eksportdokumenter og certifikater. Vedligeholdelse af kundedata; priser og varer."
"1614",583,"Q4","Kahoot","Lærer","Underviser"
"1615",583,"Q4",NA,"Lærer","Underviser"
"1616",583,"Q6",NA,"Lærer","Underviser"
"1617",583,"Q7",NA,"Lærer","Underviser"
"1618",583,"Q4","SkoleIntra","Lærer","Underviser"
"1619",583,"Q5",NA,"Lærer","Underviser"
"1620",583,"Q7",NA,"Lærer","Underviser"
"1621",583,"Q4","https://www.alinea.dk","Lærer","Underviser"
"1622",583,"Q7",NA,"Lærer","Underviser"
"1623",583,"Q4","MS Office","Lærer","Underviser"
"1624",586,"Q4","MS Word","Lektor","Forsker og underviser"
"1625",586,"Q5",NA,"Lektor","Forsker og underviser"
"1626",586,"Q4","MS Powerpoint","Lektor","Forsker og underviser"
"1627",586,"Q4","MS Excel","Lektor","Forsker og underviser"
"1628",586,"Q7",NA,"Lektor","Forsker og underviser"
"1629",586,"Q6",NA,"Lektor","Forsker og underviser"
"1630",594,"Q4","MS Excel","",""
"1631",594,"Q6",NA,"",""
"1632",594,"Q4",NA,"",""
"1633",594,"Q7",NA,"",""
"1634",594,"Q4","MS Word","",""
"1635",594,"Q4","ERP","",""
"1636",594,"Q4","Tidsregistrering (Workday)","",""
"1637",594,"Q5",NA,"",""
"1638",597,"Q6",NA,"Sygeplejerske","Mange forskellige ting. Passe patienter. Pc. Telefon. Samarbejde"
"1639",597,"Q5",NA,"Sygeplejerske","Mange forskellige ting. Passe patienter. Pc. Telefon. Samarbejde"
"1640",597,"Q4",NA,"Sygeplejerske","Mange forskellige ting. Passe patienter. Pc. Telefon. Samarbejde"
"1641",597,"Q7","Sonatype Nexus","Sygeplejerske","Mange forskellige ting. Passe patienter. Pc. Telefon. Samarbejde"
"1642",597,"Q5","Sonatype Nexus","Sygeplejerske","Mange forskellige ting. Passe patienter. Pc. Telefon. Samarbejde"
"1643",597,"Q5",NA,"Sygeplejerske","Mange forskellige ting. Passe patienter. Pc. Telefon. Samarbejde"
"1644",600,"Q4",NA,"Økonomichef","Regnskaber"
"1645",600,"Q4","MS Word","Økonomichef","Regnskaber"
"1646",600,"Q4","MS Excel 2013","Økonomichef","Regnskaber"
"1647",600,"Q7",NA,"Økonomichef","Regnskaber"
"1648",600,"Q5",NA,"Økonomichef","Regnskaber"
"1649",600,"Q6",NA,"Økonomichef","Regnskaber"
"1650",600,"Q4","MS Access 2013","Økonomichef","Regnskaber"
"1651",600,"Q4",NA,"Økonomichef","Regnskaber"
"1652",600,"Q4","Adobe InDesign","Økonomichef","Regnskaber"
"1653",607,"Q5","SMS","Mentor","Vejledning"
"1654",607,"Q5","Google Calendar","Mentor","Vejledning"
"1655",607,"Q4","Sensum","Mentor","Vejledning"
"1656",607,"Q7",NA,"Mentor","Vejledning"
"1657",607,"Q6",NA,"Mentor","Vejledning"
"1658",607,"Q4",NA,"Mentor","Vejledning"
"1659",609,"Q7",NA,"Socialrådgiver","Rådgivning"
"1660",609,"Q6",NA,"Socialrådgiver","Rådgivning"
"1661",609,"Q4",NA,"Socialrådgiver","Rådgivning"
"1662",609,"Q5",NA,"Socialrådgiver","Rådgivning"
"1663",612,"Q4","MIDT-EPJ","Logopæd","Undervisning"
"1664",612,"Q7",NA,"Logopæd","Undervisning"
"1665",612,"Q4","OpenOffice","Logopæd","Undervisning"
"1666",612,"Q4","Kongo","Logopæd","Undervisning"
"1667",612,"Q6","Predictable (TherapyBox)","Logopæd","Undervisning"
"1668",612,"Q5",NA,"Logopæd","Undervisning"
"1669",616,"Q5","Netbank","Salgskoordinator","Berigtiger ejendomshandler; udarbejder købsaftaler; står for al papirarbejdet vedr. ejendomshandler"
"1670",616,"Q5","Boligsiden","Salgskoordinator","Berigtiger ejendomshandler; udarbejder købsaftaler; står for al papirarbejdet vedr. ejendomshandler"
"1671",616,"Q6",NA,"Salgskoordinator","Berigtiger ejendomshandler; udarbejder købsaftaler; står for al papirarbejdet vedr. ejendomshandler"
"1672",616,"Q7",NA,"Salgskoordinator","Berigtiger ejendomshandler; udarbejder købsaftaler; står for al papirarbejdet vedr. ejendomshandler"
"1673",616,"Q4",NA,"Salgskoordinator","Berigtiger ejendomshandler; udarbejder købsaftaler; står for al papirarbejdet vedr. ejendomshandler"
"1674",616,"Q5","Telia Touchpoint","Salgskoordinator","Berigtiger ejendomshandler; udarbejder købsaftaler; står for al papirarbejdet vedr. ejendomshandler"
"1675",616,"Q4","Jottacloud","Salgskoordinator","Berigtiger ejendomshandler; udarbejder købsaftaler; står for al papirarbejdet vedr. ejendomshandler"
"1676",616,"Q4","C&B","Salgskoordinator","Berigtiger ejendomshandler; udarbejder købsaftaler; står for al papirarbejdet vedr. ejendomshandler"
"1677",616,"Q5","Jyske Bank NetBank","Salgskoordinator","Berigtiger ejendomshandler; udarbejder købsaftaler; står for al papirarbejdet vedr. ejendomshandler"
"1678",616,"Q4","MS Office","Salgskoordinator","Berigtiger ejendomshandler; udarbejder købsaftaler; står for al papirarbejdet vedr. ejendomshandler"
"1679",620,"Q4",NA,"",""
"1680",620,"Q4",NA,"",""
"1681",620,"Q5",NA,"",""
"1682",620,"Q7",NA,"",""
"1683",620,"Q7",NA,"",""
"1684",620,"Q6",NA,"",""
"1685",620,"Q5",NA,"",""
"1686",620,"Q6",NA,"",""
"1687",622,"Q4",NA,"Revisor","Behandle data og tungedatasæt ifm kontrol; rådgivning og anaæyse af kunders data"
"1688",622,"Q6",NA,"Revisor","Behandle data og tungedatasæt ifm kontrol; rådgivning og anaæyse af kunders data"
"1689",622,"Q4","SAP","Revisor","Behandle data og tungedatasæt ifm kontrol; rådgivning og anaæyse af kunders data"
"1690",622,"Q7","Boss","Revisor","Behandle data og tungedatasæt ifm kontrol; rådgivning og anaæyse af kunders data"
"1691",622,"Q7",NA,"Revisor","Behandle data og tungedatasæt ifm kontrol; rådgivning og anaæyse af kunders data"
"1692",622,"Q5","GoCreate","Revisor","Behandle data og tungedatasæt ifm kontrol; rådgivning og anaæyse af kunders data"
"1693",622,"Q4","MS Excel 2016","Revisor","Behandle data og tungedatasæt ifm kontrol; rådgivning og anaæyse af kunders data"
"1694",622,"Q4",NA,"Revisor","Behandle data og tungedatasæt ifm kontrol; rådgivning og anaæyse af kunders data"
"1695",622,"Q4","EMS 4.4","Revisor","Behandle data og tungedatasæt ifm kontrol; rådgivning og anaæyse af kunders data"
